"CP";"AMPLITUDE_HORAIRE";"NOM";"COMMUNE";"POPULATION";"SOUS_TYPE";"Type";"Url";"GCD";"NB_BENEVOLE";"NB_SALARIE";"SURFACE";"LATTI";"LONGI"
"69380";;"Bibliotheque Municipale";"Dommartin";2696;"Bibliothèque municipale";"Bibliotheque";"";"";18;0;200;45.845624;4.724192
"69250";;"Bibliotheque Municipale";"Fleurieu-sur-Saône";1534;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;48;45.863588;4.846212
"69340";;"Médiathèque de Francheville";"Francheville";15164;"Bibliothèque municipale";"Bibliotheque";"";"";3;7;1500;45.731711;4.766057
"69610";;"Bibliotheque Municipale";"Haute-Rivoire";1470;"Bibliothèque municipale";"Bibliotheque";"";"";14;0;125;45.717339;4.402835
"69400";;"Bibliothèque René Jardin";"Limas";4969;"Bibliothèque municipale";"Bibliotheque";"";"";8;1;550;45.975757;4.705578
"69760";;"Bibliotheque Municipale";"Limonest";3750;"Bibliothèque municipale";"Bibliotheque";"";"";10;3;370;45.834318;4.770567
"69330";;"Médiathèque Municipale Ville de Meyzieu";"Meyzieu";34941;"Bibliothèque municipale";"Bibliotheque";"";"";0;22;1848;45.765107;5.003171
"69780";;"Mediatheque Municipale";"Mions";13853;"Bibliothèque municipale";"Bibliotheque";"";"";0;9;900;45.677918;4.940803
"69250";;"Bibliotheque Municipale";"Montanay";3346;"Bibliothèque municipale";"Bibliotheque";"";"";7;1;120;45.878854;4.858397
"69440";;"Bibliotheque Louis Calaferte";"Mornant";6316;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;445;45.618257;4.670358
"69350";;"Bibliothèque";"La Mulatière";6597;"Bibliothèque municipale";"Bibliotheque";"";"";10;4;372;45.727961;4.806201
"69460";;"Bibliotheque Municipale";"Odenas";946;"Bibliothèque municipale";"Bibliotheque";"";"";13;0;100;46.089064;4.646581
"69610";;"Médiathèque Le Marque Page";"Saint-Genis-l Argentière";1035;"Bibliothèque municipale";"Bibliotheque";"";"";5;2;225;45.710249;4.490835
"69230";;"Médiathèque B612";"Saint-Genis-Laval";21391;"Bibliothèque municipale";"Bibliotheque";"";"";2;15;1500;45.697562;4.794477
"69720";;"Mediatheque Intercommunale Muroise";"Saint-Laurent-de-Mure";5525;"Bibliothèque SIVOM";"Bibliotheque";"";"";0;4;384;45.688696;5.035964
"69210";;"MÉDIATHEQUE MUNICIPALE";"Saint-Pierre-la-Palud";2656;"Bibliothèque municipale";"Bibliotheque";"";"";22;0;183;45.790915;4.611802
"69560";;"Bibliotheque Municipale";"Saint-Romain-en-Gal";2073;"Bibliothèque municipale";"Bibliotheque";"";"";9;0;174;45.536376;4.858302
"69620";;"Bibliothèque Les Amis du Livre";"Saint-Vérand";1237;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;100;45.919064;4.528484
"69110";;"Bibliothèque Léopold Sédar Senghor";"Sainte-Foy-lès-Lyon";22567;"Bibliothèque municipale";"Bibliotheque";"";"";0;13;1639;45.735602;4.797792
"69200";;"MEDIATHEQUE LUCIE AUBRAC";"Vénissieux";67551;"Bibliothèque municipale";"Bibliotheque";"";"";0;49;4012;45.696573;4.884876
"69400";;"Médiatheque Pierre Mendès France";"Villefranche-sur-Saône";36710;"Bibliothèque municipale";"Bibliotheque";"";"";0;26;2500;45.988458;4.720652
"70290";;"Médiathèque  Champagney";"Champagney";3817;"Bibliothèque intercommunale";"Bibliotheque";"";"";3;3;219;47.705361;6.684294
"70100";;"Bibliotheque Municipale";"Gray";5977;"Bibliothèque municipale";"Bibliotheque";"";"";4;2;400;47.445367;5.592083
"70150";;"Ludobibliothèque Municipale";"Marnay";1532;"Bibliothèque municipale";"Bibliotheque";"";"";4;1;120;47.289523;5.771258
"70250";;"Médiathèque René Bégeot";"Ronchamp";2763;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;2;220;47.698523;6.631582
"71460";;"Bibliothèque Paul Comte";"Ameugny";171;"Bibliothèque intercommunale";"Bibliotheque";"";"";2;1;120;46.522719;4.677869
"71140";;"Médiathèque Municipale";"Bourbon-Lancy";4785;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;750;46.623768;3.762816
"71670";;"Bibliothèque Municipale";"Le Breuil";3605;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;290;46.808152;4.467166
"71190";;"Bibliothèque Intercommunale";"Étang-sur-Arroux";1959;"Bibliothèque intercommunale";"Bibliotheque";"";"";3;2;190;46.865686;4.184962
"71640";;"Bibliothèque Municipale";"Givry";3845;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;241;46.782062;4.745741
"71260";;"Bibliothèque Municipale";"Lugny";943;"Bibliothèque municipale";"Bibliotheque";"";"";8;1;207;46.472173;4.807937
"71000";;"Médiathèque Municipale";"Mâcon";34663;"Bibliothèque municipale";"Bibliotheque";"";"";0;24;3255;46.299761;4.829827
"71470";;"Bibliothèque Municipale";"Montpont-en-Bresse";1120;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;150;46.555398;5.164046
"71370";;"Bibliothèque Dr J.P. Lebeurrier";"Ouroux-sur-Saône";3190;"Bibliothèque municipale";"Bibliotheque";"";"";4;4;236;46.718282;4.954502
"71000";;"Médiathèque de Sancé";"Sancé";2204;"Bibliothèque municipale";"Bibliotheque";"";"";4;2;160;46.340628;4.829349
"71100";;"Bibliothèque Municipale";"Sevrey";1315;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;253;46.741295;4.839707
"71260";;"Bibliothèque Municipale";"Saint-Albain";539;"Bibliothèque municipale";"Bibliotheque";"";"";9;0;60;46.428696;4.876914
"71510";;"Bibliothèque Municipale";"Saint-Sernin-du-Plain";609;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;35;46.892473;4.614838
"71400";;"Bibliothèque de Tavernay";"Tavernay";518;"Bibliothèque intercommunale";"Bibliotheque";"";"";3;0;30;46.999436;4.237265
"71210";;"Bibliothèque Municipale";"Torcy";2852;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;749;46.782729;4.431297
"72800";;"BIBLIOTHÈQUE MUNICIPALE";"Aubigné-Racan";2142;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;174;47.689118;0.267926
"72440";;"MÉDIATHÈQUE MUNICIPALE";"Bouloire";2127;"Bibliothèque municipale";"Bibliotheque";"";"";7;2;250;47.975225;0.549977
"72650";;"BIBLIOTHÈQUE MUNICIPALE";"La Chapelle-Saint-Aubin";2368;"Bibliothèque municipale";"Bibliotheque";"";"";7;1;227;48.033598;0.162085
"72400";;"MÉDIATHÈQUE-LUDOTHÈQUE JEAN D ORMESSON";"La Ferté-Bernard";9199;"Bibliothèque municipale";"Bibliotheque";"";"";0;8;1200;48.184149;0.65155
"72150";;"BIBLIOTHÈQUE MUNICIPALE";"Le Grand-Lucé";1952;"Bibliothèque municipale";"Bibliotheque";"";"";4;2;111;47.865821;0.470233
"72600";;"PÔLE-LECTURE DE MAMERS";"Mamers";5328;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;3;210;48.347824;0.368087
"72260";;"PÔLE-LECTURE DE MAROLLES-LES-BRAULTS";"Marolles-les-Braults";2135;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;1;200;48.252876;0.311726
"72650";;"BIBLIOTHÈQUE MUNICIPALE";"La Milesse";2673;"Bibliothèque municipale";"Bibliotheque";"";"";4;1;120;48.064556;0.13646
"72230";;"BIBLIOTHÈQUE";"Moncé-en-Belin";3765;"Bibliothèque municipale";"Bibliotheque";"";"";12;2;178;47.896493;0.191827
"72230";;"BIBLIOTHÈQUE MUNICIPALE";"Mulsanne";5288;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;494;47.913271;0.246095
"72500";;"BIBLIOTHÈQUE";"Vaas";1457;"Bibliothèque municipale";"Bibliotheque";"";"";6;0;120;47.668124;0.317235
"73000";;"Bibliothèque Municipale Marguerite Chevron";"Barberaz";5140;"Bibliothèque municipale";"Bibliotheque";"";"";1;1;240;45.555058;5.941504
"73630";;"Bibliothèque Municipale";"Le Châtelard";712;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;127;45.679925;6.140427
"73500";;"Bibliothèque Municipale";"Modane";3211;"Bibliothèque municipale";"Bibliotheque";"";"";1;2;127;45.201101;6.671833
"73800";;"Médiathèque Victor Hugo";"Montmélian";4173;"Bibliothèque municipale";"Bibliotheque";"";"";0;5;700;45.502196;6.055837
"73190";;"Bibliothèque Municipale";"Saint-Baldoph";2850;"Bibliothèque municipale";"Bibliotheque";"";"";10;2;230;45.534851;5.951248
"73730";;"Bibliothèque Municipale";"Saint-Paul-sur-Isère";588;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;48;45.598627;6.439015
"73250";;"Bibliothèque Municipale";"Saint-Pierre-d Albigny";4200;"Bibliothèque municipale";"Bibliotheque";"";"";4;2;160;45.566883;6.153087
"73460";;"Bibliothèque Municipale";"Sainte-Hélène-sur-Isère";1217;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;65;45.607608;6.319724
"74330";;"Bibliotheque Municipale";"La Balme-de-Sillingy";5241;"Bibliothèque municipale";"Bibliotheque";"";"";12;1;122;45.9604;6.038738
"74130";;"Médiathèque intercommunale Henri Briffod";"Bonneville";12915;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;6;1620;46.077098;6.407647
"74890";;"Bibliothèque Municipale";"Bons-en-Chablais";5848;"Bibliothèque municipale";"Bibliotheque";"";"";10;2;325;46.264936;6.371361
"74400";;"Médiathèque intercommunale de Chamonix-Mont-Blanc";"Chamonix-Mont-Blanc";9026;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;10;1955;45.926291;6.87331
"74540";;"Bibliotheque";"Chapeiry";966;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;56;45.84508;6.037369
"74160";;"Bibliotheque Municipale Paul Tapponnier";"Collonges-sous-Salève";4065;"Bibliothèque municipale";"Bibliotheque";"";"";7;2;192;46.141405;6.147144
"74140";;"Bibliotheque Municipale";"Douvaine";6563;"Bibliothèque municipale";"Bibliotheque";"";"";5;3;150;46.304236;6.305191
"74910";;"Bibliotheque Municipale";"Franclens";571;"Bibliothèque municipale";"Bibliotheque";"";"";8;1;135;46.043795;5.830014
"74970";;"Bibliotheque Municipale";"Marignier";6557;"Bibliothèque municipale";"Bibliotheque";"";"";5;3;285;46.09165;6.501142
"74370";;"Bibliothèque municipale La Crypte aux Livres - Metz-Tessy";"Epagny Metz-Tessy";8394;"Bibliothèque municipale";"Bibliotheque";"";"";13;2;160;45.939106;6.105855
"74550";;"Médiatheque Municipale Atout Lire";"Perrignier";1925;"Bibliothèque municipale";"Bibliotheque";"";"";10;1;180;46.305586;6.43935
"74140";;"Bibliotheque";"Sciez";6492;"Bibliothèque municipale";"Bibliotheque";"";"";8;2;220;46.332677;6.373005
"74440";;"Bibliotheque M.J.C.";"Taninges";3465;"Bibliothèque municipale";"Bibliotheque";"";"";8;1;170;46.106533;6.591111
"76240";;"Bibliothèque de Belbeuf";"Belbeuf";2287;"Bibliothèque municipale";"Bibliotheque";"";"";7;2;140;49.386251;1.141068
"76380";;"Médiathèque municipale";"Canteleu";14219;"Bibliothèque municipale";"Bibliotheque";"";"";0;9;990;49.451594;1.035343
"76320";;"Médiathèque Boris Vian";"Caudebec-lès-Elbeuf";10016;"Bibliothèque municipale";"Bibliotheque";"";"";0;7;856;49.283046;1.020806
"76410";;"Médiathèque George Sand";"Cléon";4949;"Bibliothèque municipale";"Bibliotheque";"";"";0;5;722;49.314602;1.033357
"76910";;"Bibliothèque Cécile Dubost-Pissard de Criel sur Mer";"Criel-sur-Mer";2684;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;140;50.034148;1.321841
"76680";;"Médiathèque Francis Sénécal";"Critot";470;"Bibliothèque municipale";"Bibliotheque";"";"";2;1;140;49.612353;1.248839
"76560";;"Bibliothèque de Doudeville";"Doudeville";2522;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;110;49.718918;0.783409
"76710";;"Bibliothèque associative les Amis du Livre d Eslettes";"Eslettes";1635;"Bibliothèque municipale";"Bibliotheque";"";"";7;1;55;49.546573;1.054686
"76690";;"Sabine DECOLNET";"Fontaine-le-Bourg";1827;"Bibliothèque municipale";"Bibliotheque";"";"";6;1;81;49.562519;1.16453
"76220";;"Médiathèque Michel Bussi";"Gournay-en-Bray";6138;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;862;49.48386;1.719974
"76290";;"Bibliothèque Municipale Condorcet";"Montivilliers";15705;"Bibliothèque municipale";"Bibliotheque";"";"";0;11;1070;49.544881;0.192765
"76520";;"Bibliothèque de la Neuville Chant d Oisel";"La Neuville-Chant-d Oisel";2415;"Bibliothèque municipale";"Bibliotheque";"";"";4;1;250;49.376857;1.225733
"76450";;"Bibliothèque associative La Farandole d Ourville en Caux";"Ourville-en-Caux";1143;"Bibliothèque municipale";"Bibliotheque";"";"";12;1;100;49.729707;0.603262
"76480";;"Bibliothèque Pierre Claise de Roumare";"Roumare";1551;"Bibliothèque municipale";"Bibliotheque";"";"";9;1;113;49.510049;0.97571
"76160";;"Médiathèque Jean-René Rouzé de Saint Léger du Bourg Denis";"Saint-Léger-du-Bourg-Denis";3648;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;250;49.434739;1.148826
"76320";;"Bibliothèque de Saint Pierre les Elbeuf";"Saint-Pierre-lès-Elbeuf";8354;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;392;49.280111;1.03962
"77120";;"Bibliothèque Municipale de Coulommiers";"Coulommiers";15018;"Bibliothèque municipale";"Bibliotheque";"";"";0;6;879;48.811935;3.086188
"77320";;"Bibliotheque Municipale";"La Ferté-Gaucher";4981;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;100;48.781451;3.305752
"77250";;"Médiathèque Marine Tsvetaeva d Ecuelles";"Moret-Loing-et-Orvanne";12556;"Bibliothèque municipale";"Bibliotheque";"";"";0;6;500;48.358697;2.825611
"77200";;"Mediatheque de l Arche Guedon - Torcy";"Torcy";22134;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;10;1100;48.851345;2.636033
"77220";;"Bibliotheque Municipale de Tournan-en-Brie";"Tournan-en-Brie";8631;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;327;48.740974;2.763336
"77124";;"Espace Littérature et Culture Albert Camus Villenoy";"Villenoy";5009;"Bibliothèque municipale";"Bibliotheque";"";"";0;5;164;48.944269;2.863554
"77270";;"Médiathèque Municipale ELSA TRIOLET Villeparisis";"Villeparisis";26678;"Bibliothèque municipale";"Bibliotheque";"";"";0;12;1160;48.942151;2.614465
"78260";;"Bibliotheque Multimédia";"Achères";21688;"Bibliothèque municipale";"Bibliotheque";"";"";0;11;1100;48.960467;2.070133
"78410";;"Bibliotheque Municipale";"Aubergenville";12216;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;180;48.9589;1.855229
"78270";;"Bibliotheque Municipale";"Bonnières-sur-Seine";4829;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;100;49.037661;1.581186
"78550";;"Bibliotheque Jean Ferrat";"Houdan";3712;"Bibliothèque intercommunale";"Bibliotheque";"";"";3;1;382;48.788324;1.603038
"78360";;"Bibliotheque de Montesson";"Montesson";15269;"Bibliothèque municipale";"Bibliotheque";"";"";0;5;685;48.907424;2.14759
"78610";;"Anaïs LEBACQUE";"Le Perray-en-Yvelines";6710;"Bibliothèque municipale";"Bibliotheque";"";"";2;3;473;48.695637;1.849218
"78125";;"Bibliothèque Municipale";"Saint-Hilarion";966;"Bibliothèque municipale";"Bibliotheque";"";"";4;1;111;48.618838;1.713111
"78500";;"Médiathèque de Sartouville";"Sartrouville";53223;"Bibliothèque municipale";"Bibliotheque";"";"";0;13;1100;48.936497;2.159651
"78540";;"Bibliotheque Municipale";"Vernouillet";10291;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;340;48.972427;1.98388
"33000";;"Bibliothèque du Jardin Public";"Bordeaux";264257;"Bibliothèque municipale classée";"Bibliotheque";"";"";0;4;160;44.856425;-0.573015
"78450";;"Médiathèque Le Nautilus";"Villepreux";11208;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;3;628;48.826871;2.000727
"78960";;"Médiathèque Antoine de Saint-Exupéry";"Voisins-le-Bretonneux";11209;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;9;1000;48.758681;2.050234
"79110";;"Bibliotheque Municipale";"Loubillé";406;"Bibliothèque municipale";"Bibliotheque";"";"";9;0;60;46.052173;-0.064125
"22150";;"Bibliotheque de Plouguenast";"Plouguenast-Langast";2507;"Bibliothèque municipale";"Bibliotheque";"";"";6;2;60;48.280842;-2.703535
"22300";;"Bibliotheque de Ploulec h";"Ploulec h";1636;"Bibliothèque municipale";"Bibliotheque";"";"";6;0;88;48.719249;-3.503057
"22120";;"Bibliothèque municipale de Pommeret";"Pommeret";2135;"Bibliothèque municipale";"Bibliotheque";"";"";8;2;120;48.462438;-2.625727
"22590";;"Mediatheque de l Ic - Pordic";"Pordic";7508;"Bibliothèque municipale";"Bibliotheque";"";"";0;5;440;48.571526;-2.818266
"23000";;"Bibliotheque Multimedia du Grand Guéret";"Guéret";13371;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;15;2848;46.171484;1.872167
"24260";;"Bibliothèque Jean Leon Dessalles";"Le Bugue";2630;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;235;44.918526;0.925553
"24430";;"Bibliothèque Intercommunale Claude Michelet";"Coursac";2259;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;2;475;45.127666;0.639123
"24540";;"Médiathèque";"Monpazier";467;"Bibliothèque municipale";"Bibliotheque";"";"";6;2;113;44.679537;0.894195
"24490";;"Bibliothèque";"La Roche-Chalais";3074;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;50;45.152211;0.009384
"24600";;"Bibliothèque";"Segonzac";203;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;58;45.201897;0.442774
"24750";;"Médiathèque";"Trélissac";7207;"Bibliothèque municipale";"Bibliotheque";"";"";0;5;1150;45.190342;0.742249
"25870";;"Bibliothèque municipale";"Les Auxons";2561;"Bibliothèque municipale";"Bibliotheque";"";"";15;0;170;47.298847;5.949725
"25110";;"Médiathèque Jean Grosjean";"Baume-les-Dames";5151;"Bibliothèque municipale";"Bibliotheque";"";"";0;5;664;47.352024;6.361452
"25170";;"Bibliothèque";"Chaucenne";515;"Bibliothèque municipale";"Bibliotheque";"";"";9;0;40;47.284275;5.897223
"25115";;"Médiathèque municipale";"Pouilley-les-Vignes";2024;"Bibliothèque municipale";"Bibliotheque";"";"";10;1;180;47.255983;5.936968
"25220";;"Bibliothèque";"Roche-lez-Beaupré";2183;"Bibliothèque municipale";"Bibliotheque";"";"";20;0;153;47.274754;6.115855
"25770";;"Bibliothèque";"Serre-les-Sapins";1794;"Bibliothèque municipale";"Bibliotheque";"";"";14;0;87;47.234572;5.93537
"25600";;"Bibliothèque municipale";"Vieux-Charmont";2847;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;106;47.522202;6.843867
"26460";;"Médiathèque du Pays de Bourdeaux";"Bourdeaux";694;"Bibliothèque SIVOM";"Bibliotheque";"";"";20;2;200;44.586568;5.135758
"26120";;"Médiathèque de Chabeuil";"Chabeuil";6993;"Bibliothèque intercommunale";"Bibliotheque";"";"";14;4;560;44.8972;5.016967
"26420";;"Médiathèque-CDI Du Vercors - La Chapelle-en-Vercors";"La Chapelle-en-Vercors";852;"Bibliothèque intercommunale";"Bibliotheque";"";"";14;2;215;44.964172;5.414416
"26210";;"Bibliothèque communale Lens-Lestang";"Lens-Lestang";920;"Bibliothèque municipale";"Bibliotheque";"";"";13;0;50;45.293649;5.039697
"26470";;"Bibliothèque Mottoise J aime Lire";"La Motte-Chalancon";438;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;56;44.48611;5.380707
"26260";;"Médiathèque municipale St-Doant-sur-l Herbasse";"Saint-Donat-sur-l Herbasse";4338;"Bibliothèque municipale";"Bibliotheque";"";"";13;1;165;45.122339;4.981525
"26130";;"Mediathèque municipale";"Saint-Paul-Trois-Châteaux";9172;"Bibliothèque municipale";"Bibliotheque";"";"";0;12;840;44.347876;4.767301
"27000";;"Médiathèque Rolland-Plaisance";"Évreux";47574;"Bibliothèque municipale";"Bibliotheque";"";"";0;57;4121;49.005864;1.152081
"27500";;"Médiathèque La Page";"Pont-Audemer";10254;"Bibliothèque municipale";"Bibliotheque";"";"";1;8;1455;49.35808;0.514644
"27100";;"Mediathèque Le Corbusier";"Val-de-Reuil";13197;"Bibliothèque municipale";"Bibliotheque";"";"";0;18;1500;49.272635;1.215085
"28700";;"Mediathèque municipale";"Auneau-Bleury-Saint-Symphorien";6177;"Bibliothèque municipale";"Bibliotheque";"";"";2;4;349;48.461735;1.773562
"28130";;"Bibliothèque de Maintenon";"Maintenon";4539;"Bibliothèque municipale";"Bibliotheque";"";"";12;1;156;48.584278;1.576037
"28210";;"Bibliotheque de Villemeux";"Villemeux-sur-Eure";1719;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;100;48.672822;1.460708
"29380";;"Le Tangram";"Bannalec";5825;"Bibliothèque municipale";"Bibliotheque";"";"";0;5;500;47.931331;-3.694891
"29260";;"Bibliothèque Municipale du Folgoët";"Le Folgoët";3293;"Bibliothèque municipale";"Bibliotheque";"";"";29;1;260;48.561231;-4.336654
"29170";;"Médiathèque de Fouesnant";"Fouesnant";10348;"Bibliothèque municipale";"Bibliotheque";"";"";0;8;720;47.895311;-4.013424
"29850";;"Mediatheque De Gouesnou";"Gouesnou";6350;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;564;48.452445;-4.464218
"29260";;"Médiathèque René Pétillon";"Lesneven";7551;"Bibliothèque municipale";"Bibliotheque";"";"";0;5;875;48.569541;-4.321857
"29430";;"Bibliotheque Municipale";"Plounévez-Lochrist";2390;"Bibliothèque municipale";"Bibliotheque";"";"";19;1;180;48.61735;-4.211855
"29710";;"Mediatheque Municipale De Plozevet";"Plozévet";3022;"Bibliothèque municipale";"Bibliotheque";"";"";1;3;340;47.985497;-4.42035
"29290";;"Bibliotheque Municipale";"Saint-Renan";8358;"Bibliothèque municipale";"Bibliotheque";"";"";5;4;932;48.433605;-4.623051
