NOM,CP,DOMAINE_SOUS_TYPE,COMMUNE,numdep,nomdept,nomReg,codeReg,ENTRE_GRATUIT,ENTRE_PAYANT,ENTRE_TOTAL
musée Archéologique de la Porte du Croux,58000,Archéologie,NEVERS,58,NIEVRE,Bourgogne-Franche-Comté,27,811.0,0.0,811.0
Musée des Beaux-arts et de la Dentelle d Alençon,61000,Arts décoratif,ALENÇON,61,ORNE,Normandie,28,,,
musée des beaux-arts et de la dentelle,61000,Art,ALENÇON,61,ORNE,Normandie,28,9423.0,1834.0,11257.0
musée municipal - musée du jouet,61600,Ethnologie,LA_FERTE-MACE,61,ORNE,Normandie,28,204.0,562.0,766.0
musée départemental d art sacré,61500,Arts décoratif,SEES,61,ORNE,Normandie,28,894.0,0.0,894.0
musée départemental des arts et traditions populaires du Perche,61130,Archéologie,SAINT-CYR-LA-ROSIERE,61,ORNE,Normandie,28,7608.0,5025.0,12633.0
musée percheron,61400,Archéologie,MORTAGNE-AU-PERCHE,61,ORNE,Normandie,28,778.0,0.0,778.0
musée de la Mine et des Hommes,71450,Histoire,BLANZY,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,1901.0,10168.0,12069.0
La Maison du Blé et du Pain,71350,Histoire,VERDUN-SUR-LE-DOUBS,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,40.0,1569.0,1609.0
musée Lapidaire Saint-Nicolas,71400,Archéologie,AUTUN,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,500.0,0.0,500.0
musée Verger-Tarin,71400,Arts décoratif,AUTUN,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,,,
musée Rolin,71400,Archéologie,AUTUN,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,4091.0,8155.0,12246.0
muséum d histoire naturelle,71400,Sciences de la nature,AUTUN,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,2834.0,1332.0,4166.0
musée-historial de la Grande Guerre,71260,Arts décoratif,PERONNE,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,4982.0,18903.0,23885.0
musée Danicourt,71260,Archéologie,PERONNE,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,770.0,0.0,770.0
musée d archéologie gallo-romaine du Var,83600,,FREJUS,83,VAR,Provence-Alpes-Côte d Azur,93,960.0,4190.0,5150.0
musée d archéologie,83600,Archéologie,FREJUS,83,VAR,Provence-Alpes-Côte d Azur,93,,,
musée des Troupes de Marine,83600,Histoire,FREJUS,83,VAR,Provence-Alpes-Côte d Azur,93,20290.0,0.0,20290.0
musée du pays brignolais,83170,Archéologie,BRIGNOLES,83,VAR,Provence-Alpes-Côte d Azur,93,90.0,1800.0,1890.0
musée du vêtement provençal,83210,Arts décoratif,SOLLIES-VILLE,83,VAR,Provence-Alpes-Côte d Azur,93,2867.0,0.0,2867.0
Association Gulliver,83390,Sciences de la nature,CUERS,83,VAR,Provence-Alpes-Côte d Azur,93,,,
musée de l Annonciade,83990,Art,SAINT-TROPEZ,83,VAR,Provence-Alpes-Côte d Azur,93,2337.0,15524.0,17861.0
Musée & Jardins Cécile Sabourdy,87260,Art,VICQ-SUR-BREUILH,87,HAUTE-VIENNE,Nouvelle-Aquitaine,75,,,
Centre national des arts plastiques (CNAP),93500,Art,PANTIN,93,SEINE-SAINT-DENIS,Île-de-France,11,,,
Association Enfance et Musique,93500,Art,PANTIN,93,SEINE-SAINT-DENIS,Île-de-France,11,,,
Archives nationales,93380,Histoire,PIERREFITTE-SUR-SEINE,93,SEINE-SAINT-DENIS,Île-de-France,11,,,
musée municipal,71500,Art,LOUHANS,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,53.0,2189.0,2242.0
musée du Prieuré Jean Laronze,71120,Arts décoratif,CHAROLLES,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,617.0,619.0,1236.0
musée René Davoine,71120,Art,CHAROLLES,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,42.0,0.0,42.0
écomusée de la communauté Le Creusot - Monceau-les-Mines,71200,Arts décoratif,LE_CREUSOT,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,11639.0,2082.0,13721.0
musée Nicéphore Niépce,71100,Art,CHALON-SUR-SAONE,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,12989.0,0.0,12989.0
musée Vivant Denon,71100,Archéologie,CHALON-SUR-SAONE,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,9716.0,0.0,9716.0
Musée de Préhistoire de Solutré,71960,Archéologie,SOLUTRÉ-POUILLY,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,,,
musée départemental de Préhistoire,71960,Archéologie,SOLUTRE-POUILLY,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,7256.0,11450.0,18706.0
musée municipal,72500,Archéologie,MONTVAL-SUR-LOIR,72,SARTHE,Pays de la Loire,52,480.0,0.0,480.0
musée archéologique,73100,Archéologie,AIX-LES-BAINS,73,SAVOIE,Auvergne-Rhône-Alpes,84,0.0,100.0,100.0
musée du docteur Faure,73100,Arts décoratif,AIX-LES-BAINS,73,SAVOIE,Auvergne-Rhône-Alpes,84,5452.0,3209.0,8661.0
musée du Costume,73700,Arts décoratif,BOURG-SAINT-MAURICE,73,SAVOIE,Auvergne-Rhône-Alpes,84,0.0,1502.0,1502.0
musée municipal d’Albertville - Conflans,73200,Archéologie,ALBERTVILLE,73,SAVOIE,Auvergne-Rhône-Alpes,84,1251.0,2347.0,3598.0
musée bonnevallais,73260,Archéologie,BONNEVAL,73,SAVOIE,Auvergne-Rhône-Alpes,84,,,
musée archéologique et minéralogique Pierre Borrione,73190,Archéologie,AIME-LA_PLAGNE,73,SAVOIE,Auvergne-Rhône-Alpes,84,252.0,473.0,725.0
musée Savoisien,73000,Archéologie,CHAMBERY,73,SAVOIE,Auvergne-Rhône-Alpes,84,30537.0,1187.0,31724.0
musée des Charmettes,73000,Histoire,CHAMBERY,73,SAVOIE,Auvergne-Rhône-Alpes,84,10718.0,0.0,10718.0
musée des beaux-arts,73000,Arts décoratif,CHAMBERY,73,SAVOIE,Auvergne-Rhône-Alpes,84,6379.0,0.0,6379.0
muséum d histoire naturelle,73000,Sciences de la nature,CHAMBERY,73,SAVOIE,Auvergne-Rhône-Alpes,84,1756.0,0.0,1756.0
site du musée national de la marine,73240,Arts décoratif,ROCHEFORT,73,SAVOIE,Auvergne-Rhône-Alpes,84,,,
musée d art et d histoire,73240,Histoire,ROCHEFORT,73,SAVOIE,Auvergne-Rhône-Alpes,84,3385.0,4728.0,8113.0
Ancienne École de médecine navale – Musée national de la Marine,73240,Sciences de la nature,ROCHEFORT,73,SAVOIE,Auvergne-Rhône-Alpes,84,,,
musée de la maison de Pierre Loti,73240,Arts décoratif,ROCHEFORT,73,SAVOIE,Auvergne-Rhône-Alpes,84,1964.0,13746.0,15710.0
musée de l horlogerie,76560,Sciences de la nature,SAINT-NICOLAS-D_ALIERMONT,76,SEINE-MARITIME,Normandie,28,1381.0,1448.0,2829.0
musée municipal,76340,Archéologie,ELBEUF-SUR-SEINE,76,SEINE-MARITIME,Normandie,28,6622.0,3193.0,9815.0
Musée d Art Moderne André Malraux - MuMa,76600,Arts décoratif,LE_HAVRE,76,SEINE-MARITIME,Normandie,28,24827.0,27991.0,52818.0
Bibliothèque municipale du Havre,76600,Sciences de la nature,LE HAVRE,76,SEINE-MARITIME,Normandie,28,,,
Muséum d Histoire naturelle,76600,Sciences de la nature,LE HAVRE,76,SEINE-MARITIME,Normandie,28,,,
MuMa musée d’art moderne André Malraux,76600,Arts décoratif,LE HAVRE,76,SEINE-MARITIME,Normandie,28,,,
maison de l armateur,76600,Arts décoratif,LE_HAVRE,76,SEINE-MARITIME,Normandie,28,0.0,7375.0,7375.0
muséum d histoire naturelle,76600,Sciences de la nature,LE_HAVRE,76,SEINE-MARITIME,Normandie,28,16370.0,6686.0,23056.0
musée du Prieuré de Graville,76600,Arts décoratif,LE_HAVRE,76,SEINE-MARITIME,Normandie,28,0.0,7611.0,7611.0
musée de l Ancien Havre,76600,Histoire,LE_HAVRE,76,SEINE-MARITIME,Normandie,28,6893.0,0.0,6893.0
Fonds régional d art contemporain - Normandie,76790,Art,SOTTEVILLE-LÈS-ROUEN,76,SEINE-MARITIME,Normandie,28,,,
château-musée,76200,Archéologie,DIEPPE,76,SEINE-MARITIME,Normandie,28,12295.0,12041.0,24336.0
musée Pierre Corneille,76650,Arts décoratif,PETIT-COURONNE,76,SEINE-MARITIME,Normandie,28,3090.0,0.0,3090.0
musée Industriel de la Corderie Vallois,76960,Histoire,NOTRE-DAME-DE-BONDEVILLE,76,SEINE-MARITIME,Normandie,28,4252.0,0.0,4252.0
Rouen nouvelles bibliothèques,76000,Sciences de la nature,ROUEN,76,SEINE-MARITIME,Normandie,28,,,
musée national de l éducation,76000,Arts décoratif,ROUEN,76,SEINE-MARITIME,Normandie,28,4168.0,1926.0,6094.0
Réunion des Musées Métropolitains Rouen Normandie,76000,Art,ROUEN,76,SEINE-MARITIME,Normandie,28,,,
Réunion des Musées Métropolitains Rouen-Normandie,76000,Histoire,ROUEN,76,SEINE-MARITIME,Normandie,28,,,
Normandie Impressionniste,76000,Art,ROUEN,76,SEINE-MARITIME,Normandie,28,,,
Métropole de Rouen Normandie,76000,Histoire,ROUEN,76,SEINE-MARITIME,Normandie,28,,,
Métropole de Rouen Normandie,76000,Histoire,ROUEN,76,SEINE-MARITIME,Normandie,28,,,
musée des beaux-arts,76000,,ROUEN,76,SEINE-MARITIME,Normandie,28,,,
Métropole de Rouen Normandie,76000,Histoire,ROUEN,76,SEINE-MARITIME,Normandie,28,,,
musée Flaubert et d histoire de la médecine,76000,Arts décoratif,ROUEN,76,SEINE-MARITIME,Normandie,28,5643.0,501.0,6144.0
musée Pierre Corneille,76000,Histoire,ROUEN,76,SEINE-MARITIME,Normandie,28,3090.0,0.0,3090.0
musée de la céramique,76000,Arts décoratif,ROUEN,76,SEINE-MARITIME,Normandie,28,5203.0,0.0,5203.0
musée des beaux-arts,76000,Arts décoratif,ROUEN,76,SEINE-MARITIME,Normandie,28,69075.0,19552.0,88627.0
muséum d histoire naturelle,76000,Histoire,ROUEN,76,SEINE-MARITIME,Normandie,28,44666.0,3052.0,47718.0
musée Le Secq des Tournelles,76000,Arts décoratif,ROUEN,76,SEINE-MARITIME,Normandie,28,10253.0,0.0,10253.0
musée Victor Hugo,76490,Arts décoratif,VILLEQUIER,76,SEINE-MARITIME,Normandie,28,2775.0,3924.0,6699.0
maison des templiers,76490,Archéologie,CAUDEBEC-EN-CAUX,76,SEINE-MARITIME,Normandie,28,2700.0,0.0,2700.0
musée de la marine de Seine,76490,Histoire,CAUDEBEC-EN-CAUX,76,SEINE-MARITIME,Normandie,28,1395.0,5774.0,7169.0
musée d’archéologie nationale (des origines à l’an mille) - Château de Saint-Germain-en-Laye,78100,Archéologie,SAINT-GERMAIN-EN-LAYE,78,YVELINES,Île-de-France,11,28631.0,10751.0,39382.0
Maison natale Claude-Debussy,78100,Histoire,SAINT GERMAIN EN LAYE,78,YVELINES,Île-de-France,11,,,
Musée d’Archéologie Nationale,78100,Archéologie,SAINT-GERMAIN-EN-LAYE,78,YVELINES,Île-de-France,11,,,
musée départemental Maurice Denis,78100,Arts décoratif,SAINT-GERMAIN-EN-LAYE,78,YVELINES,Île-de-France,11,3929.0,6605.0,10534.0
musée municipal Ducastel-Vera de Saint-Germain-en-Laye,78100,Art,SAINT-GERMAIN-EN-LAYE,78,YVELINES,Île-de-France,11,4163.0,1189.0,5352.0
Centre de musique baroque de Versailles,78000,Histoire,VERSAILLES,78,YVELINES,Île-de-France,11,,,
Espace Richaud,78000,Art,VERSAILLES,78,YVELINES,Île-de-France,11,,,
Bibliothèque numérique patrimoniale La Sirène,78000,Art,VERSAILLES,78,YVELINES,Île-de-France,11,,,
Château de Versailles,78000,Histoire,VERSAILLES,78,YVELINES,Île-de-France,11,,,
Château de Versailles,78000,Histoire,VERSAILLES,78,YVELINES,Île-de-France,11,,,
Chateau de Versailles,78000,Histoire,VERSAILLES,78,YVELINES,Île-de-France,11,,,
Grotte Chauvet,78000,Archéologie,VALLON-PONT-D_ARC,78,YVELINES,Île-de-France,11,,,
Château de Versailles,78000,Histoire,VERSAILLES,78,YVELINES,Île-de-France,11,,,
musée national des châteaux de Versailles et de Trianon,78000,Arts décoratif,VERSAILLES,78,YVELINES,Île-de-France,11,663163.0,1868374.0,2531537.0
musée Lambinet,78000,Arts décoratif,VERSAILLES,78,YVELINES,Île-de-France,11,2611.0,5506.0,8117.0
Archives départementales - Yvelines,78180,Histoire,MONTIGNY-LE-BRETONNEUX,78,YVELINES,Île-de-France,11,,,
musée de la ville,78180,Arts décoratif,MONTIGNY-LE-BRETONNEUX,78,YVELINES,Île-de-France,11,5147.0,690.0,5837.0
musée national de Port-Royal des Champs,78114,Histoire,MAGNY-LES-HAMEAUX,78,YVELINES,Île-de-France,11,29922.0,2752.0,32674.0
Musée du Domaine royal de Marly – Louveciennes-Marly-le-Roi,78160,Arts décoratif,MARLY-LE-ROI,78,YVELINES,Île-de-France,11,1028.0,4270.0,5298.0
Collections de la Fondation de Coubertin,78470,Art,SAINT-REMY-LES-CHEVREUSE,78,YVELINES,Île-de-France,11,1383.0,1025.0,2408.0
musée départemental de la vie rurale,80135,Ethnologie,SAINT-RIQUIER,80,SOMME,Hauts-de-France,32,32832.0,0.0,32832.0
musée Benoît-De-Puydt,80490,Arts décoratif,BAILLEUL,80,SOMME,Hauts-de-France,32,4250.0,645.0,4895.0
musée du château de Flers,80360,Arts décoratif,FLERS,80,SOMME,Hauts-de-France,32,5075.0,0.0,5075.0
musée Lombart,80600,Arts décoratif,DOULLENS,80,SOMME,Hauts-de-France,32,1064.0,0.0,1064.0
musée Archéologique,83700,Archéologie,SAINT-RAPHAEL,83,VAR,Provence-Alpes-Côte d Azur,93,14482.0,0.0,14482.0
musée Jean Aicard,83130,Arts décoratif,LA_GARDE,83,VAR,Provence-Alpes-Côte d Azur,93,1665.0,0.0,1665.0
"MHAB, musée d’histoire et d’art de Bormes",83230,Art,BORMES-LES-MIMOSAS,83,VAR,Provence-Alpes-Côte d Azur,93,4955.0,0.0,4955.0
musée municipal,27400,Archéologie,LOUVIERS,27,EURE,Normandie,28,3997.0,0.0,3997.0
Le Musée - Arts & Figures des Pyrénées Centrales,31800,Archéologie,SAINT-GAUDENS,31,HAUTE-GARONNE,Occitanie,76,1243.0,0.0,1243.0
musée de Salagon,31260,Sciences de la nature,MANE,31,HAUTE-GARONNE,Occitanie,76,966.0,19711.0,20677.0
musée forum de l’Aurignacien,31420,Archéologie,AURIGNAC,31,HAUTE-GARONNE,Occitanie,76,3056.0,5293.0,8349.0
Science Animation,31000,Sciences de la nature,TOULOUSE,31,HAUTE-GARONNE,Occitanie,76,,,
Université fédérale Toulouse Midi-Pyrénées,31000,Sciences de la nature,TOULOUSE,31,HAUTE-GARONNE,Occitanie,76,,,
musée Georges Labit,31000,Histoire,TOULOUSE,31,HAUTE-GARONNE,Occitanie,76,15409.0,5955.0,21364.0
musée des Augustins,31000,Archéologie,TOULOUSE,31,HAUTE-GARONNE,Occitanie,76,15287.0,13813.0,29100.0
Musée Saint-Raymond,31000,Archéologie,TOULOUSE,31,HAUTE-GARONNE,Occitanie,76,,,
musée des Augustins,31000,Art,TOULOUSE,31,HAUTE-GARONNE,Occitanie,76,,,
Muséum d Histoire naturelle de Toulouse,31000,Histoire,TOULOUSE,31,HAUTE-GARONNE,Occitanie,76,,,
La Cinémathèque de Toulouse,31000,Histoire,TOULOUSE,31,HAUTE-GARONNE,Occitanie,76,,,
SICD - Université fédérale Toulouse Midi-Pyrénées,31000,Histoire,TOULOUSE,31,HAUTE-GARONNE,Occitanie,76,,,
musée du vieux Toulouse,31000,Archéologie,TOULOUSE,31,HAUTE-GARONNE,Occitanie,76,405.0,4526.0,4931.0
"Les Abattoirs, musée d art moderne et contemporain",31000,Art,TOULOUSE,31,HAUTE-GARONNE,Occitanie,76,49509.0,38195.0,87704.0
muséum d histoire naturelle,31000,Sciences de la nature,TOULOUSE,31,HAUTE-GARONNE,Occitanie,76,71233.0,111913.0,183146.0
musée Paul Dupuy,31000,Arts décoratif,TOULOUSE,31,HAUTE-GARONNE,Occitanie,76,3539.0,2785.0,6324.0
musée Saint-Raymond,31000,Archéologie,TOULOUSE,31,HAUTE-GARONNE,Occitanie,76,14028.0,5504.0,19532.0
Maison des Cultures du Monde,35500,Sciences de la nature,VITRÉ,35,ILLE-ET-VILAINE,Bretagne,53,,,
musée des beaux-arts,37000,Archéologie,TOURS,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,18208.0,10539.0,28747.0
Festival Les Rendez-vous de l histoire,37000,Histoire,TOURS,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,,,
musée des Vins de Touraine,37000,Arts décoratif,TOURS,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,217.0,684.0,901.0
collections du musée de la société archéologique de Touraine,37000,Archéologie,TOURS,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,14084.0,622.0,14706.0
musée du Compagnonnage,37000,Histoire,TOURS,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,24008.0,13916.0,37924.0
muséum d histoire naturelle,37000,Histoire,TOURS,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,13236.0,7618.0,20854.0
musée du savignéen,37340,Ethnologie,SAVIGNE-SUR-LATHAN,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,47.0,314.0,361.0
musée Balzac,37190,Histoire,SACHE,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,3007.0,8992.0,11999.0
musée Lansyer,37600,Art,LOCHES,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,5111.0,1631.0,6742.0
musée du terroir,37600,,LOCHES,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,,,
